id,subscribe_pred,subscribe_prob
27158,0,0.0
27159,1,0.3
27160,0,0.1
27161,0,0.05
27162,0,0.07
27163,0,0.01
27164,0,0.0
27165,0,0.17
27166,0,0.09
27167,0,0.17
27168,0,0.02
27169,1,0.33
27170,1,0.2
27171,0,0.02
27172,0,0.08
27173,0,0.1
27174,0,0.0
27175,1,0.27
27176,1,0.2
27177,0,0.13
27178,0,0.04
27179,0,0.05
27180,0,0.0
27181,0,0.06
27182,0,0.14
27183,1,0.61
27184,0,0.0
27185,0,0.0
27186,0,0.12
27187,0,0.05
27188,0,0.0
27189,0,0.1
27190,0,0.04
27191,0,0.08
27192,0,0.0
27193,0,0.07
27194,0,0.14
27195,0,0.1
27196,0,0.06
27197,0,0.14
27198,0,0.02
27199,1,0.41
27200,0,0.08
27201,0,0.01
27202,0,0.09
27203,0,0.12
27204,0,0.16
27205,0,0.01
27206,0,0.08
27207,0,0.0
27208,0,0.0
27209,0,0.13
27210,1,0.35
27211,0,0.09
27212,0,0.14
27213,0,0.03
27214,0,0.07
27215,0,0.05
27216,1,0.51
27217,0,0.0
27218,1,0.38
27219,1,0.44
27220,0,0.0
27221,0,0.13
27222,0,0.01
27223,0,0.02
27224,1,0.34
27225,0,0.15
27226,0,0.1
27227,1,0.23
27228,0,0.02
27229,1,0.3
27230,1,0.39
27231,0,0.05
27232,0,0.0
27233,0,0.13
27234,0,0.05
27235,0,0.1
27236,1,0.42
27237,0,0.0
27238,1,0.26
27239,0,0.02
27240,0,0.0
27241,0,0.04
27242,0,0.04
27243,0,0.02
27244,0,0.13
27245,0,0.1
27246,1,0.26
27247,0,0.01
27248,0,0.14
27249,0,0.06
27250,0,0.01
27251,0,0.03
27252,1,0.38
27253,0,0.1
27254,0,0.07
27255,0,0.0
27256,0,0.01
27257,0,0.05
27258,0,0.07
27259,1,0.51
27260,0,0.01
27261,1,0.26
27262,0,0.17
27263,0,0.11
27264,0,0.0
27265,1,0.26
27266,0,0.07
27267,0,0.17
27268,0,0.07
27269,1,0.53
27270,0,0.08
27271,1,0.42
27272,0,0.03
27273,0,0.01
27274,0,0.06
27275,0,0.03
27276,0,0.05
27277,0,0.07
27278,0,0.02
27279,0,0.0
27280,0,0.1
27281,0,0.18
27282,0,0.1
27283,0,0.02
27284,0,0.0
27285,0,0.12
27286,0,0.19
27287,1,0.31
27288,0,0.0
27289,0,0.06
27290,0,0.09
27291,0,0.1
27292,0,0.07
27293,0,0.02
27294,0,0.02
27295,0,0.03
27296,0,0.1
27297,0,0.02
27298,0,0.02
27299,1,0.4
27300,0,0.08
27301,0,0.08
27302,1,0.42
27303,0,0.12
27304,0,0.0
27305,1,0.33
27306,0,0.01
27307,1,0.33
27308,0,0.1
27309,0,0.05
27310,1,0.21
27311,0,0.1
27312,1,0.41
27313,1,0.35
27314,0,0.03
27315,1,0.31
27316,0,0.0
27317,0,0.18
27318,0,0.15
27319,0,0.02
27320,0,0.01
27321,1,0.47
27322,0,0.01
27323,0,0.1
27324,0,0.16
27325,0,0.02
27326,0,0.09
27327,0,0.02
27328,0,0.03
27329,0,0.01
27330,1,0.21
27331,0,0.03
27332,0,0.1
27333,0,0.0
27334,0,0.07
27335,0,0.13
27336,0,0.01
27337,1,0.3
27338,1,0.28
27339,0,0.18
27340,1,0.43
27341,0,0.04
27342,0,0.04
27343,1,0.21
27344,0,0.05
27345,0,0.07
27346,0,0.01
27347,1,0.33
27348,0,0.01
27349,0,0.16
27350,1,0.49
27351,0,0.01
27352,0,0.16
27353,0,0.0
27354,0,0.03
27355,0,0.05
27356,0,0.17
27357,0,0.08
27358,0,0.04
27359,0,0.07
27360,0,0.09
27361,0,0.0
27362,0,0.14
27363,0,0.06
27364,0,0.14
27365,0,0.13
27366,1,0.3
27367,1,0.28
27368,0,0.09
27369,0,0.02
27370,0,0.03
27371,1,0.31
27372,1,0.22
27373,1,0.29
27374,0,0.07
27375,0,0.1
27376,0,0.07
27377,0,0.05
27378,0,0.06
27379,0,0.06
27380,1,0.32
27381,0,0.11
27382,1,0.31
27383,0,0.0
27384,0,0.19
27385,0,0.1
27386,1,0.36
27387,0,0.0
27388,1,0.41
27389,0,0.06
27390,0,0.11
27391,0,0.02
27392,0,0.06
27393,1,0.22
27394,0,0.08
27395,0,0.02
27396,0,0.1
27397,0,0.0
27398,1,0.23
27399,0,0.03
27400,0,0.03
27401,0,0.04
27402,0,0.15
27403,1,0.25
27404,1,0.23
27405,1,0.29
27406,0,0.01
27407,0,0.09
27408,0,0.01
27409,0,0.0
27410,1,0.28
27411,0,0.19
27412,0,0.02
27413,0,0.12
27414,0,0.01
27415,0,0.1
27416,0,0.01
27417,0,0.07
27418,1,0.31
27419,0,0.0
27420,1,0.37
27421,1,0.24
27422,0,0.0
27423,0,0.03
27424,0,0.09
27425,0,0.12
27426,1,0.23
27427,0,0.0
27428,0,0.06
27429,0,0.09
27430,0,0.01
27431,1,0.55
27432,1,0.24
27433,0,0.01
27434,0,0.19
27435,0,0.15
27436,1,0.42
27437,0,0.01
27438,1,0.45
27439,0,0.0
27440,0,0.01
27441,0,0.0
27442,1,0.46
27443,0,0.07
27444,0,0.03
27445,0,0.17
27446,0,0.11
27447,0,0.01
27448,0,0.12
27449,0,0.09
27450,0,0.06
27451,0,0.02
27452,0,0.08
27453,0,0.01
27454,0,0.03
27455,0,0.01
27456,0,0.03
27457,0,0.04
27458,0,0.05
27459,0,0.0
27460,0,0.03
27461,1,0.44
27462,0,0.09
27463,1,0.28
27464,0,0.09
27465,0,0.01
27466,0,0.13
27467,1,0.35
27468,0,0.01
27469,0,0.01
27470,0,0.07
27471,0,0.0
27472,0,0.07
27473,1,0.21
27474,0,0.02
27475,1,0.38
27476,0,0.03
27477,0,0.08
27478,1,0.49
27479,0,0.08
27480,0,0.1
27481,0,0.0
27482,1,0.23
27483,0,0.15
27484,1,0.53
27485,0,0.05
27486,1,0.29
27487,0,0.01
27488,0,0.02
27489,0,0.06
27490,0,0.08
27491,1,0.27
27492,0,0.19
27493,0,0.06
27494,0,0.15
27495,0,0.01
27496,0,0.05
27497,0,0.09
27498,0,0.12
27499,0,0.17
27500,1,0.24
27501,0,0.14
27502,1,0.23
27503,0,0.0
27504,0,0.01
27505,0,0.11
27506,1,0.33
27507,0,0.06
27508,0,0.13
27509,0,0.0
27510,1,0.24
27511,1,0.21
27512,0,0.07
27513,0,0.02
27514,0,0.14
27515,0,0.0
27516,0,0.09
27517,0,0.06
27518,0,0.06
27519,0,0.0
27520,0,0.11
27521,1,0.37
27522,0,0.03
27523,0,0.01
27524,0,0.17
27525,0,0.09
27526,0,0.0
27527,0,0.18
27528,0,0.04
27529,0,0.08
27530,0,0.03
27531,0,0.01
27532,0,0.16
27533,0,0.06
27534,0,0.1
27535,0,0.0
27536,0,0.09
27537,0,0.06
27538,0,0.19
27539,0,0.01
27540,0,0.05
27541,0,0.03
27542,0,0.14
27543,0,0.06
27544,0,0.12
27545,0,0.08
27546,0,0.02
27547,0,0.0
27548,0,0.0
27549,0,0.0
27550,0,0.0
27551,1,0.21
27552,1,0.28
27553,0,0.02
27554,0,0.11
27555,0,0.0
27556,0,0.12
27557,1,0.46
27558,1,0.22
27559,1,0.35
27560,0,0.01
27561,0,0.15
27562,0,0.07
27563,1,0.28
27564,0,0.16
27565,0,0.1
27566,0,0.0
27567,0,0.1
27568,0,0.15
27569,0,0.04
27570,0,0.09
27571,0,0.09
27572,1,0.22
27573,0,0.05
27574,0,0.0
27575,1,0.3
27576,0,0.04
27577,1,0.23
27578,0,0.03
27579,1,0.38
27580,1,0.47
27581,0,0.02
27582,0,0.18
27583,0,0.02
27584,1,0.46
27585,0,0.1
27586,0,0.07
27587,0,0.11
27588,0,0.02
27589,0,0.0
27590,0,0.03
27591,0,0.09
27592,0,0.01
27593,0,0.0
27594,0,0.01
27595,0,0.07
27596,0,0.11
27597,1,0.23
27598,0,0.11
27599,0,0.02
27600,0,0.09
27601,0,0.07
27602,0,0.0
27603,0,0.15
27604,0,0.0
27605,0,0.04
27606,1,0.46
27607,0,0.01
27608,0,0.12
27609,0,0.0
27610,0,0.02
27611,1,0.42
27612,0,0.05
27613,0,0.13
27614,0,0.01
27615,0,0.02
27616,0,0.11
27617,0,0.13
27618,0,0.02
27619,0,0.09
27620,0,0.06
27621,1,0.36
27622,0,0.04
27623,1,0.38
27624,0,0.0
27625,0,0.13
27626,0,0.13
27627,0,0.06
27628,0,0.02
27629,0,0.11
27630,1,0.37
27631,1,0.48
27632,0,0.06
27633,0,0.02
27634,0,0.12
27635,0,0.11
27636,0,0.0
27637,0,0.01
27638,1,0.31
27639,0,0.0
27640,0,0.02
27641,0,0.04
27642,0,0.08
27643,1,0.29
27644,0,0.06
27645,0,0.0
27646,0,0.08
27647,0,0.0
27648,0,0.03
27649,0,0.06
27650,0,0.03
27651,0,0.15
27652,0,0.05
27653,1,0.39
27654,1,0.44
27655,0,0.06
27656,0,0.01
27657,0,0.0
27658,0,0.0
27659,1,0.34
27660,0,0.02
27661,0,0.07
27662,0,0.0
27663,0,0.05
27664,0,0.04
27665,0,0.0
27666,0,0.12
27667,0,0.15
27668,0,0.03
27669,0,0.1
27670,0,0.01
27671,0,0.16
27672,0,0.0
27673,0,0.12
27674,0,0.0
27675,0,0.06
27676,0,0.08
27677,0,0.15
27678,0,0.0
27679,0,0.13
27680,1,0.37
27681,0,0.0
27682,0,0.13
27683,0,0.01
27684,0,0.0
27685,1,0.29
27686,0,0.01
27687,0,0.06
27688,0,0.09
27689,0,0.01
27690,0,0.05
27691,0,0.18
27692,0,0.12
27693,1,0.29
27694,0,0.01
27695,0,0.01
27696,0,0.04
27697,1,0.35
27698,0,0.04
27699,0,0.0
27700,0,0.11
27701,0,0.01
27702,0,0.06
27703,0,0.03
27704,0,0.13
27705,0,0.04
27706,0,0.0
27707,0,0.0
27708,0,0.11
27709,0,0.18
27710,1,0.4
27711,0,0.17
27712,0,0.01
27713,0,0.01
27714,0,0.02
27715,0,0.06
27716,0,0.08
27717,0,0.02
27718,0,0.14
27719,0,0.13
27720,0,0.1
27721,0,0.0
27722,1,0.22
27723,0,0.07
27724,0,0.06
27725,1,0.33
27726,0,0.03
27727,0,0.0
27728,1,0.3
27729,0,0.06
27730,0,0.08
27731,0,0.01
27732,0,0.02
27733,0,0.01
27734,0,0.06
27735,0,0.08
27736,1,0.25
27737,0,0.08
27738,0,0.08
27739,0,0.06
27740,0,0.07
27741,0,0.0
27742,1,0.44
27743,0,0.07
27744,0,0.0
27745,0,0.04
27746,0,0.01
27747,0,0.15
27748,0,0.14
27749,0,0.14
27750,1,0.32
27751,0,0.02
27752,0,0.14
27753,0,0.14
27754,1,0.34
27755,0,0.13
27756,0,0.14
27757,0,0.11
27758,1,0.26
27759,0,0.01
27760,0,0.11
27761,0,0.09
27762,0,0.18
27763,0,0.09
27764,0,0.0
27765,0,0.09
27766,0,0.09
27767,0,0.0
27768,1,0.51
27769,1,0.33
27770,0,0.12
27771,0,0.02
27772,0,0.0
27773,1,0.36
27774,0,0.09
27775,0,0.09
27776,0,0.05
27777,0,0.03
27778,0,0.1
27779,1,0.52
27780,1,0.45
27781,1,0.29
27782,0,0.0
27783,0,0.13
27784,0,0.05
27785,0,0.01
27786,0,0.0
27787,1,0.41
27788,0,0.02
27789,0,0.05
27790,1,0.25
27791,0,0.15
27792,1,0.64
27793,0,0.0
27794,1,0.26
27795,1,0.34
27796,0,0.14
27797,1,0.28
27798,0,0.01
27799,0,0.05
27800,0,0.02
27801,1,0.5
27802,0,0.01
27803,1,0.24
27804,0,0.04
27805,0,0.04
27806,0,0.01
27807,0,0.02
27808,0,0.0
27809,0,0.06
27810,0,0.1
27811,0,0.01
27812,1,0.48
27813,0,0.12
27814,0,0.02
27815,0,0.01
27816,0,0.18
27817,0,0.14
27818,0,0.18
27819,0,0.15
27820,0,0.13
27821,0,0.03
27822,0,0.07
27823,0,0.11
27824,0,0.09
27825,0,0.0
27826,0,0.04
27827,0,0.15
27828,0,0.16
27829,1,0.25
27830,0,0.02
27831,1,0.26
27832,0,0.17
27833,0,0.0
27834,1,0.42
27835,1,0.35
27836,0,0.02
27837,0,0.02
27838,1,0.34
27839,0,0.11
27840,0,0.03
27841,1,0.3
27842,0,0.04
27843,0,0.08
27844,0,0.01
27845,1,0.2
27846,0,0.1
27847,0,0.08
27848,0,0.02
27849,1,0.38
27850,0,0.06
27851,0,0.16
27852,1,0.2
27853,0,0.03
27854,0,0.13
27855,0,0.02
27856,0,0.14
27857,1,0.26
27858,0,0.09
27859,1,0.22
27860,0,0.0
27861,0,0.16
27862,1,0.3
27863,1,0.24
27864,0,0.13
27865,0,0.01
27866,0,0.02
27867,0,0.01
27868,1,0.23
27869,1,0.21
27870,1,0.42
27871,0,0.04
27872,0,0.1
27873,0,0.07
27874,0,0.16
27875,0,0.07
27876,0,0.0
27877,0,0.07
27878,1,0.31
27879,1,0.39
27880,0,0.1
27881,0,0.0
27882,0,0.02
27883,1,0.34
27884,0,0.08
27885,1,0.44
27886,1,0.39
27887,0,0.12
27888,0,0.02
27889,0,0.05
27890,1,0.25
27891,0,0.14
27892,0,0.09
27893,0,0.04
27894,0,0.12
27895,0,0.01
27896,0,0.11
27897,0,0.05
27898,0,0.04
27899,0,0.01
27900,0,0.01
27901,0,0.14
27902,0,0.08
27903,1,0.35
27904,1,0.41
27905,1,0.26
27906,0,0.07
27907,0,0.03
27908,0,0.08
27909,0,0.01
27910,1,0.22
27911,1,0.33
27912,0,0.13
27913,0,0.0
27914,1,0.32
27915,0,0.0
27916,1,0.34
27917,1,0.34
27918,1,0.4
27919,0,0.0
27920,0,0.16
27921,0,0.11
27922,1,0.52
27923,0,0.09
27924,1,0.2
27925,0,0.02
27926,1,0.29
27927,0,0.06
27928,1,0.31
27929,0,0.07
27930,0,0.01
27931,0,0.08
27932,0,0.0
27933,0,0.0
27934,1,0.35
27935,1,0.32
27936,0,0.03
27937,0,0.01
27938,1,0.43
27939,0,0.14
27940,0,0.14
27941,0,0.05
27942,0,0.09
27943,0,0.05
27944,0,0.15
27945,1,0.34
27946,0,0.05
27947,1,0.32
27948,0,0.14
27949,0,0.01
27950,1,0.24
27951,0,0.01
27952,0,0.02
27953,1,0.26
27954,0,0.0
27955,0,0.01
27956,0,0.09
27957,1,0.25
27958,0,0.12
27959,0,0.1
27960,0,0.01
27961,0,0.07
27962,0,0.08
27963,1,0.2
27964,0,0.08
27965,0,0.15
27966,0,0.06
27967,0,0.03
27968,0,0.11
27969,0,0.01
27970,1,0.25
27971,0,0.08
27972,0,0.03
27973,1,0.26
27974,1,0.32
27975,0,0.04
27976,0,0.0
27977,0,0.08
27978,0,0.08
27979,0,0.03
27980,0,0.16
27981,1,0.25
27982,0,0.08
27983,0,0.04
27984,1,0.27
27985,0,0.06
27986,1,0.52
27987,1,0.3
27988,0,0.05
27989,0,0.1
27990,0,0.09
27991,0,0.0
27992,1,0.46
27993,0,0.09
27994,0,0.13
27995,0,0.06
27996,1,0.37
27997,0,0.14
27998,1,0.2
27999,0,0.07
28000,0,0.12
28001,0,0.0
28002,0,0.06
28003,1,0.22
28004,0,0.04
28005,1,0.56
28006,0,0.02
28007,0,0.01
28008,1,0.34
28009,0,0.13
28010,0,0.08
28011,0,0.02
28012,0,0.04
28013,1,0.29
28014,0,0.06
28015,0,0.09
28016,1,0.48
28017,0,0.0
28018,0,0.1
28019,0,0.07
28020,0,0.09
28021,0,0.06
28022,0,0.12
28023,0,0.0
28024,0,0.07
28025,0,0.13
28026,1,0.41
28027,1,0.2
28028,0,0.0
28029,0,0.12
28030,1,0.34
28031,0,0.13
28032,0,0.02
28033,1,0.35
28034,0,0.06
28035,0,0.0
28036,1,0.31
28037,1,0.24
28038,0,0.09
28039,0,0.08
28040,1,0.36
28041,0,0.12
28042,0,0.02
28043,0,0.15
28044,0,0.08
28045,0,0.1
28046,0,0.08
28047,1,0.2
28048,0,0.12
28049,0,0.08
28050,0,0.04
28051,0,0.05
28052,1,0.55
28053,0,0.06
28054,0,0.13
28055,1,0.37
28056,0,0.09
28057,0,0.13
28058,0,0.06
28059,0,0.05
28060,1,0.21
28061,0,0.0
28062,0,0.0
28063,0,0.0
28064,1,0.3
28065,0,0.0
28066,0,0.04
28067,1,0.21
28068,0,0.09
28069,0,0.02
28070,0,0.01
28071,0,0.0
28072,0,0.0
28073,1,0.37
28074,0,0.11
28075,0,0.04
28076,0,0.06
28077,0,0.0
28078,0,0.06
28079,0,0.12
28080,1,0.51
28081,0,0.14
28082,0,0.09
28083,1,0.29
28084,1,0.27
28085,0,0.05
28086,0,0.12
28087,0,0.05
28088,0,0.1
28089,0,0.02
28090,0,0.13
28091,0,0.13
28092,0,0.11
28093,0,0.01
28094,1,0.23
28095,0,0.14
28096,0,0.03
28097,0,0.15
28098,1,0.25
28099,0,0.05
28100,1,0.24
28101,0,0.0
28102,0,0.05
28103,0,0.09
28104,0,0.18
28105,0,0.1
28106,0,0.11
28107,0,0.02
28108,0,0.09
28109,0,0.01
28110,1,0.27
28111,0,0.01
28112,1,0.2
28113,0,0.13
28114,1,0.29
28115,0,0.0
28116,0,0.18
28117,0,0.01
28118,0,0.13
28119,0,0.13
28120,0,0.03
28121,0,0.08
28122,0,0.11
28123,0,0.11
28124,0,0.05
28125,0,0.02
28126,0,0.01
28127,0,0.13
28128,0,0.01
28129,0,0.01
28130,0,0.1
28131,0,0.0
28132,0,0.01
28133,0,0.03
28134,1,0.52
28135,0,0.14
28136,0,0.11
28137,1,0.24
28138,0,0.02
28139,0,0.0
28140,0,0.01
28141,0,0.05
28142,0,0.06
28143,0,0.09
28144,0,0.06
28145,1,0.47
28146,0,0.14
28147,0,0.0
28148,1,0.35
28149,0,0.01
28150,0,0.03
28151,0,0.02
28152,0,0.07
28153,0,0.07
28154,1,0.37
28155,0,0.0
28156,0,0.03
28157,0,0.13
28158,0,0.01
28159,0,0.17
28160,0,0.09
28161,0,0.03
28162,0,0.07
28163,0,0.19
28164,0,0.02
28165,0,0.17
28166,0,0.03
28167,1,0.32
28168,0,0.08
28169,0,0.02
28170,0,0.07
28171,0,0.05
28172,0,0.11
28173,0,0.11
28174,0,0.07
28175,0,0.0
28176,0,0.08
28177,0,0.02
28178,0,0.07
28179,0,0.0
28180,0,0.0
28181,0,0.12
28182,0,0.1
28183,1,0.22
28184,0,0.0
28185,0,0.1
28186,0,0.03
28187,0,0.17
28188,0,0.05
28189,0,0.04
28190,0,0.11
28191,0,0.09
28192,0,0.0
28193,0,0.17
28194,0,0.15
28195,0,0.0
28196,0,0.05
28197,0,0.05
28198,0,0.04
28199,0,0.06
28200,1,0.28
28201,0,0.09
28202,1,0.31
28203,0,0.12
28204,1,0.34
28205,0,0.12
28206,0,0.07
28207,0,0.12
28208,0,0.11
28209,0,0.13
28210,1,0.23
28211,0,0.08
28212,0,0.04
28213,0,0.1
28214,0,0.04
28215,0,0.13
28216,0,0.01
28217,0,0.02
28218,0,0.12
28219,0,0.04
28220,0,0.16
28221,1,0.41
28222,0,0.04
28223,0,0.1
28224,0,0.01
28225,0,0.18
28226,0,0.14
28227,0,0.04
28228,1,0.48
28229,1,0.32
28230,1,0.3
28231,0,0.07
28232,0,0.0
28233,0,0.0
28234,0,0.08
28235,1,0.56
28236,1,0.28
28237,0,0.05
28238,0,0.07
28239,0,0.1
28240,0,0.0
28241,0,0.07
28242,1,0.32
28243,0,0.12
28244,0,0.08
28245,1,0.33
28246,1,0.27
28247,0,0.08
28248,0,0.15
28249,0,0.03
28250,1,0.38
28251,0,0.0
28252,0,0.06
28253,0,0.04
28254,0,0.03
28255,1,0.23
28256,0,0.08
28257,0,0.0
28258,0,0.01
28259,0,0.04
28260,0,0.03
28261,0,0.01
28262,0,0.0
28263,1,0.24
28264,0,0.17
28265,0,0.12
28266,0,0.0
28267,1,0.22
28268,0,0.02
28269,0,0.12
28270,0,0.07
28271,0,0.1
28272,0,0.0
28273,0,0.09
28274,0,0.13
28275,0,0.0
28276,0,0.0
28277,1,0.43
28278,0,0.03
28279,0,0.01
28280,0,0.02
28281,0,0.14
28282,1,0.37
28283,0,0.05
28284,0,0.06
28285,0,0.1
28286,1,0.4
28287,0,0.17
28288,0,0.11
28289,0,0.18
28290,0,0.02
28291,0,0.14
28292,0,0.11
28293,1,0.37
28294,0,0.18
28295,0,0.01
28296,0,0.11
28297,0,0.06
28298,1,0.27
28299,0,0.01
28300,0,0.12
28301,0,0.1
28302,1,0.44
28303,0,0.01
28304,1,0.28
28305,0,0.0
28306,1,0.4
28307,1,0.33
28308,1,0.23
28309,0,0.02
28310,0,0.0
28311,0,0.07
28312,0,0.09
28313,1,0.23
28314,0,0.01
28315,0,0.03
28316,1,0.42
28317,0,0.18
28318,0,0.01
28319,0,0.09
28320,0,0.03
28321,1,0.28
28322,0,0.1
28323,0,0.02
28324,0,0.15
28325,0,0.01
28326,0,0.08
28327,0,0.0
28328,0,0.0
28329,0,0.01
28330,1,0.31
28331,0,0.05
28332,0,0.02
28333,0,0.05
28334,0,0.03
28335,0,0.0
28336,0,0.13
28337,0,0.05
28338,0,0.12
28339,0,0.0
28340,0,0.0
28341,1,0.25
28342,1,0.29
28343,1,0.57
28344,0,0.05
28345,1,0.21
28346,1,0.34
28347,0,0.1
28348,0,0.0
28349,0,0.12
28350,0,0.0
28351,0,0.1
28352,0,0.01
28353,0,0.03
28354,1,0.61
28355,1,0.43
28356,0,0.17
28357,0,0.09
28358,0,0.1
28359,0,0.12
28360,0,0.0
28361,0,0.06
28362,1,0.2
28363,0,0.07
28364,0,0.01
28365,1,0.3
28366,0,0.08
28367,0,0.06
28368,0,0.0
28369,0,0.11
28370,0,0.01
28371,0,0.01
28372,0,0.14
28373,0,0.03
28374,1,0.49
28375,0,0.08
28376,0,0.15
28377,0,0.0
28378,0,0.0
28379,0,0.01
28380,1,0.41
28381,0,0.01
28382,0,0.03
28383,0,0.02
28384,0,0.01
28385,0,0.12
28386,0,0.0
28387,0,0.13
28388,0,0.05
28389,1,0.26
28390,1,0.4
28391,0,0.14
28392,0,0.07
28393,0,0.19
28394,0,0.04
28395,0,0.07
28396,1,0.24
28397,0,0.0
28398,1,0.25
28399,0,0.09
28400,0,0.08
28401,0,0.1
28402,0,0.13
28403,0,0.04
28404,0,0.09
28405,1,0.42
28406,1,0.23
28407,0,0.05
28408,1,0.25
28409,0,0.11
28410,0,0.15
28411,0,0.08
28412,0,0.03
28413,1,0.27
28414,0,0.0
28415,0,0.16
28416,0,0.05
28417,0,0.12
28418,1,0.31
28419,0,0.0
28420,0,0.0
28421,0,0.16
28422,0,0.01
28423,1,0.2
28424,1,0.21
28425,0,0.11
28426,0,0.05
28427,0,0.18
28428,1,0.33
28429,0,0.03
28430,0,0.0
28431,0,0.18
28432,0,0.09
28433,0,0.03
28434,0,0.06
28435,0,0.03
28436,1,0.2
28437,0,0.07
28438,1,0.25
28439,0,0.18
28440,0,0.01
28441,0,0.01
28442,0,0.01
28443,1,0.2
28444,1,0.25
28445,1,0.28
28446,0,0.1
28447,1,0.66
28448,0,0.02
28449,0,0.07
28450,0,0.08
28451,0,0.04
28452,1,0.42
28453,0,0.15
28454,1,0.21
28455,1,0.29
28456,0,0.1
28457,1,0.37
28458,0,0.11
28459,0,0.07
28460,0,0.0
28461,0,0.04
28462,1,0.41
28463,1,0.29
28464,0,0.08
28465,0,0.03
28466,1,0.27
28467,0,0.19
28468,1,0.34
28469,1,0.25
28470,0,0.02
28471,1,0.36
28472,1,0.41
28473,0,0.11
28474,1,0.42
28475,0,0.09
28476,0,0.01
28477,0,0.1
28478,0,0.02
28479,0,0.08
28480,0,0.09
28481,0,0.03
28482,0,0.05
28483,0,0.0
28484,0,0.17
28485,0,0.11
28486,0,0.09
28487,0,0.08
28488,0,0.08
28489,0,0.06
28490,0,0.09
28491,0,0.0
28492,0,0.07
28493,0,0.02
28494,0,0.02
28495,1,0.45
28496,0,0.02
28497,1,0.27
28498,0,0.1
28499,1,0.26
28500,0,0.0
28501,0,0.19
28502,0,0.08
28503,0,0.07
28504,0,0.04
28505,0,0.15
28506,0,0.0
28507,0,0.06
28508,0,0.0
28509,0,0.03
28510,0,0.09
28511,0,0.0
28512,0,0.0
28513,0,0.01
28514,0,0.0
28515,0,0.06
28516,0,0.0
28517,0,0.05
28518,0,0.03
28519,0,0.03
28520,0,0.08
28521,0,0.08
28522,0,0.09
28523,0,0.02
28524,0,0.12
28525,1,0.22
28526,0,0.0
28527,0,0.15
28528,0,0.01
28529,1,0.33
28530,0,0.13
28531,0,0.17
28532,1,0.26
28533,0,0.13
28534,1,0.2
28535,0,0.14
28536,0,0.04
28537,0,0.07
28538,0,0.0
28539,0,0.07
28540,0,0.17
28541,0,0.17
28542,1,0.51
28543,0,0.02
28544,0,0.0
28545,0,0.06
28546,0,0.04
28547,0,0.12
28548,0,0.19
28549,0,0.0
28550,0,0.13
28551,0,0.07
28552,0,0.19
28553,0,0.09
28554,0,0.01
28555,1,0.29
28556,0,0.06
28557,0,0.19
28558,1,0.21
28559,0,0.04
28560,0,0.04
28561,1,0.33
28562,0,0.05
28563,1,0.3
28564,1,0.39
28565,1,0.2
28566,0,0.11
28567,1,0.33
28568,0,0.07
28569,1,0.5
28570,0,0.02
28571,0,0.0
28572,0,0.08
28573,1,0.24
28574,1,0.21
28575,0,0.14
28576,0,0.08
28577,0,0.16
28578,1,0.36
28579,0,0.13
28580,0,0.12
28581,0,0.07
28582,0,0.08
28583,0,0.04
28584,0,0.13
28585,1,0.28
28586,0,0.06
28587,1,0.39
28588,0,0.05
28589,0,0.09
28590,0,0.07
28591,0,0.0
28592,0,0.12
28593,0,0.01
28594,0,0.0
28595,0,0.02
28596,0,0.0
28597,0,0.13
28598,0,0.09
28599,0,0.0
28600,0,0.04
28601,0,0.01
28602,0,0.0
28603,0,0.06
28604,0,0.08
28605,0,0.1
28606,1,0.26
28607,0,0.01
28608,0,0.1
28609,0,0.09
28610,0,0.01
28611,0,0.05
28612,1,0.35
28613,1,0.25
28614,0,0.01
28615,0,0.01
28616,0,0.0
28617,0,0.02
28618,0,0.08
28619,1,0.25
28620,0,0.16
28621,0,0.01
28622,1,0.3
28623,0,0.17
28624,0,0.04
28625,0,0.13
28626,0,0.07
28627,0,0.0
28628,0,0.0
28629,0,0.04
28630,0,0.01
28631,0,0.08
28632,0,0.02
28633,0,0.05
28634,0,0.16
28635,0,0.06
28636,1,0.27
28637,0,0.08
28638,0,0.12
28639,0,0.01
28640,0,0.03
28641,0,0.01
28642,0,0.07
28643,0,0.01
28644,0,0.01
28645,0,0.13
28646,1,0.3
28647,1,0.24
28648,0,0.05
28649,0,0.04
28650,0,0.1
28651,0,0.08
28652,0,0.01
28653,1,0.27
28654,1,0.61
28655,0,0.0
28656,0,0.06
28657,0,0.19
28658,0,0.01
28659,0,0.04
28660,0,0.09
28661,0,0.18
28662,0,0.12
28663,1,0.41
28664,0,0.04
28665,0,0.0
28666,0,0.05
28667,0,0.05
28668,1,0.34
28669,0,0.13
28670,0,0.02
28671,0,0.17
28672,0,0.11
28673,0,0.11
28674,0,0.01
28675,0,0.02
28676,1,0.47
28677,0,0.04
28678,0,0.0
28679,0,0.03
28680,0,0.01
28681,0,0.13
28682,0,0.03
28683,0,0.18
28684,1,0.33
28685,0,0.02
28686,0,0.15
28687,1,0.22
28688,0,0.17
28689,0,0.14
28690,0,0.04
28691,0,0.05
28692,0,0.16
28693,0,0.07
28694,1,0.27
28695,0,0.14
28696,0,0.11
28697,0,0.1
28698,0,0.08
28699,0,0.02
28700,0,0.13
28701,1,0.25
28702,1,0.37
28703,1,0.28
28704,0,0.1
28705,0,0.04
28706,0,0.15
28707,0,0.08
28708,0,0.02
28709,0,0.11
28710,1,0.29
